City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
360,Labuhan,ID,78.24,overcast clouds,-6.8844,112.2051,
361,Lorengau,PG,78.24,light rain,-2.0226,147.2712,
363,La Paz,BO,55.38,broken clouds,-16.5,-68.15,
364,Malinyi,TZ,74.5,light rain,-8.9333,36.1333,
365,Yuryevets,RU,30.67,snow,57.3201,43.1041,
366,Jangipur,IN,83.41,few clouds,24.4667,88.0667,
369,Marawi,PH,68.5,moderate rain,7.9986,124.2928,
370,Souillac,MU,73.78,heavy intensity rain,-20.5167,57.5167,
371,Hastings,GB,48.07,few clouds,50.8552,0.5729,
372,Gallipoli,TR,66.06,broken clouds,40.4103,26.6708,
374,Goderich,CA,39.9,broken clouds,43.7501,-81.7165,
375,Yangambi,CD,76.24,light rain,0.8102,24.4336,
376,Grindavik,IS,46.87,light rain,63.8424,-22.4338,
377,Kenai,US,35.15,broken clouds,60.5544,-151.2583,
378,Spearfish,US,51.12,clear sky,44.4908,-103.8594,
379,Northam,GB,46.62,scattered clouds,51.0333,-4.2167,
381,Imbituba,BR,71.04,broken clouds,-28.24,-48.6703,
382,Orje,NO,38.14,scattered clouds,59.4802,11.6602,
383,Port Hardy,CA,42.8,broken clouds,50.6996,-127.4199,
384,Kavaratti,IN,83.19,scattered clouds,10.5669,72.642,
385,Grand-Santi,GF,82.24,broken clouds,4.25,-54.3833,
386,Bogo,PH,77.32,light rain,11.0517,124.0055,
387,Lewiston,US,46.85,few clouds,44.1003,-70.2148,
388,Naze,JP,61.72,overcast clouds,28.3667,129.4833,
389,Khasan,RU,38.35,clear sky,42.4308,130.6434,
392,Puerto Madryn,AR,80.53,broken clouds,-42.7692,-65.0385,
393,Dryden,CA,35.89,overcast clouds,49.7833,-92.7503,
394,Kruisfontein,ZA,61.88,light rain,-34.0033,24.7314,
395,Iquitos,PE,75.24,broken clouds,-3.7481,-73.2472,
396,Benghazi,LY,65.77,overcast clouds,32.1167,20.0667,
397,Tual,ID,82.18,broken clouds,-5.6667,132.75,
399,Opelousas,US,74.88,clear sky,30.5335,-92.0815,
400,Viedma,AR,76.62,clear sky,-40.8135,-62.9967,
401,Oyon,PE,55.11,overcast clouds,-10.6681,-76.7731,
402,Chapleau,CA,35.69,overcast clouds,47.8405,-83.4034,
403,Comodoro Rivadavia,AR,69.66,clear sky,-45.8667,-67.5,
404,Kamaishi,JP,37.24,clear sky,39.2667,141.8833,
405,Kailua,US,75.18,scattered clouds,21.4022,-157.7394,
406,Dunedin,NZ,53.8,scattered clouds,-45.8742,170.5036,
407,Vila,PT,50.88,clear sky,42.0304,-8.1588,
408,Viseu,PT,58.73,clear sky,40.661,-7.9097,
409,Terre Haute,US,50.25,clear sky,39.4667,-87.4139,
410,Rawson,AR,79.23,broken clouds,-43.3002,-65.1023,
411,Axim,GH,83.86,light rain,4.8699,-2.2405,
412,North Bend,US,50.16,scattered clouds,43.4065,-124.2243,
413,Te Anau,NZ,47.08,few clouds,-45.4167,167.7167,
414,Balykshi,KZ,62.6,smoke,47.0667,51.8667,
415,Kralendijk,BQ,85.98,scattered clouds,12.15,-68.2667,
416,Santa Maria Del Oro,MX,73.04,clear sky,25.9333,-105.3667,
417,Jorpeland,NO,41.74,broken clouds,59.0225,6.0408,
418,Rio Gallegos,AR,50.05,light rain,-51.6226,-69.2181,
419,Kuala Terengganu,MY,78.75,scattered clouds,5.3302,103.1408,
420,Russell,US,63.91,broken clouds,32.3502,-85.1999,
421,Esperance,AU,66.04,clear sky,-33.8667,121.9,
422,Talara,PE,84.96,clear sky,-4.5772,-81.2719,
423,Prescott,US,65.3,clear sky,34.54,-112.4685,
424,Eyl,SO,80.06,few clouds,7.9803,49.8164,
426,Namibe,AO,72.25,overcast clouds,-15.1961,12.1522,
427,Laguna,US,67.17,clear sky,38.421,-121.4238,
428,Pindamonhangaba,BR,78.55,broken clouds,-22.9239,-45.4617,
429,Wana,PK,70.38,clear sky,32.2989,69.5725,
430,Shieli,KZ,59.95,clear sky,44.1667,66.75,
431,Maniitsoq,GL,32.54,overcast clouds,65.4167,-52.9,
433,Tyukalinsk,RU,30.42,snow,55.8732,72.1967,
434,Lingyuan,CN,43.3,clear sky,41.24,119.4011,
435,Jalu,LY,80.56,overcast clouds,29.0331,21.5482,
438,Marsaxlokk,MT,59.61,few clouds,35.8419,14.5431,
439,Gongzhuling,CN,40.23,clear sky,43.5008,124.8198,
440,Metaxades,GR,57.87,clear sky,41.4204,26.225,
441,Hobyo,SO,81.95,scattered clouds,5.3505,48.5268,
442,Neiafu,TO,75.88,scattered clouds,-18.65,-173.9833,
443,Nichinan,JP,50.54,overcast clouds,31.6,131.3667,
445,Vestmannaeyjar,IS,45.59,moderate rain,63.4427,-20.2734,
446,Hanzhong,CN,55.02,scattered clouds,33.0728,107.0303,
447,Corn Island,NI,80.92,overcast clouds,12.1694,-83.0418,
448,Carlagan,PH,79.66,broken clouds,14.975,122.0456,
449,Zhezkazgan,KZ,48.92,few clouds,47.8043,67.7144,
450,Sarakhs,IR,68.0,clear sky,36.5449,61.1577,
451,Antalaha,MG,76.06,broken clouds,-14.9003,50.2788,
452,Portland,US,50.99,overcast clouds,45.5234,-122.6762,
453,Stornoway,GB,46.92,broken clouds,58.2093,-6.3865,
454,Ostersund,SE,32.61,few clouds,63.1792,14.6357,
455,Sao Gabriel Da Cachoeira,BR,78.06,overcast clouds,-0.1303,-67.0892,
456,Bako,ET,71.98,overcast clouds,5.7833,36.5667,
457,Crateus,BR,86.61,broken clouds,-5.1783,-40.6775,
458,Tulsa,US,63.84,clear sky,36.1001,-95.9003,
459,Seybaplaya,MX,88.56,few clouds,19.65,-90.6667,
460,Hasaki,JP,46.8,light rain,35.7333,140.8333,
461,Krumovgrad,BG,58.05,clear sky,41.4667,25.65,
463,Calama,CL,72.09,clear sky,-22.4667,-68.9333,
464,Port Augusta,AU,60.82,overcast clouds,-32.5,137.7667,
465,Virginia Beach,US,55.44,few clouds,36.8529,-75.978,
467,Amritsar,IN,85.82,clear sky,31.6331,74.8656,
468,Pallasovka,RU,59.45,light rain,50.05,46.8833,
469,Zadar,HR,54.21,scattered clouds,44.1197,15.2422,
470,Coquimbo,CL,56.93,overcast clouds,-29.9533,-71.3436,
471,Auburn,US,50.0,overcast clouds,47.3073,-122.2284,
472,Reshetylivka,UA,49.39,overcast clouds,49.565,34.0782,
473,Oktyabrskiy,RU,37.99,overcast clouds,54.4815,53.471,
474,Faya,SA,71.71,clear sky,18.3851,42.4509,
475,Itoman,JP,64.42,overcast clouds,26.1247,127.6694,
476,Fez,MA,70.05,broken clouds,34.0372,-4.9998,
478,Codrington,AU,54.23,light rain,-38.2667,141.9667,
479,Sanchazi,CN,32.25,clear sky,42.0817,126.6003,
480,Ouro Preto Do Oeste,BR,78.08,broken clouds,-10.7481,-62.2158,
481,Erzin,TR,67.24,clear sky,36.9559,36.2,
483,Dixon,US,66.15,clear sky,38.4455,-121.8233,
484,Weihe,CN,47.98,broken clouds,32.9952,105.3247,
485,Malbork,PL,36.88,broken clouds,54.0359,19.0266,
486,Huarmey,PE,75.43,broken clouds,-10.0681,-78.1522,
487,Marevo,RU,30.0,overcast clouds,57.3146,32.0804,
488,Dargaville,NZ,61.95,overcast clouds,-35.9333,173.8833,
489,Turbat,PK,84.13,clear sky,26.0023,63.044,
490,Manjacaze,MZ,78.44,scattered clouds,-24.7117,33.8828,
491,Dingtao,CN,47.19,clear sky,35.0683,115.5625,
492,Brae,GB,41.43,overcast clouds,60.3964,-1.353,
493,Surt,LY,67.87,overcast clouds,31.2089,16.5887,
494,Alyangula,AU,73.27,overcast clouds,-13.8483,136.4192,
495,Yulara,AU,64.24,clear sky,-25.2406,130.9889,
497,Nouadhibou,MR,67.98,clear sky,20.931,-17.0347,
498,Berbera,SO,81.28,clear sky,10.4396,45.0143,
499,Palotina,BR,72.99,overcast clouds,-24.2839,-53.84,
500,Poum,NC,81.73,overcast clouds,-20.2333,164.0167,
501,Kermanshah,IR,67.1,clear sky,34.3142,47.065,
502,Mglin,RU,31.93,light snow,53.0591,32.8475,
503,Kattivakkam,IN,84.29,clear sky,13.2167,80.3167,
504,Vanimo,PG,77.04,moderate rain,-2.6741,141.3028,
505,Skorodnoye,RU,54.37,broken clouds,51.071,37.2276,
506,San Patricio,US,79.07,overcast clouds,28.017,-97.5169,
508,Prince Rupert,CA,42.89,light rain,54.3161,-130.3201,
509,Hervey Bay,AU,69.03,clear sky,-25.2986,152.8535,
510,Mahebourg,MU,75.25,heavy intensity rain,-20.4081,57.7,
511,Tres Arroyos,AR,68.45,clear sky,-38.3739,-60.2798,
512,Sur,OM,82.24,few clouds,22.5667,59.5289,
515,Muisne,EC,82.35,scattered clouds,0.6,-80.0333,
516,Acapulco,MX,82.98,scattered clouds,16.8634,-99.8901,
517,Amapa,BR,79.81,broken clouds,1.0,-52.0,
518,Kudahuvadhoo,MV,83.26,broken clouds,2.6708,72.8944,
521,Sao Joao Da Barra,BR,86.09,clear sky,-21.6403,-41.0511,
522,Skreia,NO,42.33,overcast clouds,60.65,10.9333,
523,Los Alamos,US,57.65,clear sky,35.8881,-106.307,
524,Arrifes,PT,61.05,few clouds,37.7667,-25.7,
525,Santa Maria,BR,72.7,few clouds,-29.6842,-53.8069,
527,Bubaque,GW,75.81,few clouds,11.2833,-15.8333,
528,Sinnamary,GF,79.43,very heavy rain,5.3833,-52.95,
529,Jashpurnagar,IN,77.38,clear sky,22.9,84.15,
531,Medicine Hat,CA,47.71,overcast clouds,50.0501,-110.6683,
532,Vila Velha,BR,89.55,few clouds,-20.3297,-40.2925,
533,Teluknaga,ID,81.18,haze,-6.0989,106.6381,
534,Gat,IL,78.4,overcast clouds,31.61,34.7642,
535,Mainaguri,IN,81.5,scattered clouds,26.5667,88.8167,
536,Buala,SB,79.0,light rain,-8.145,159.5921,
537,Mormugao,IN,83.46,few clouds,15.4,73.8,
538,Sibuco,PH,77.18,moderate rain,7.2911,122.0656,
542,Makarov,RU,32.09,scattered clouds,48.6333,142.8,
544,Trairi,BR,81.72,overcast clouds,-3.2778,-39.2689,
545,Inhambane,MZ,80.58,few clouds,-23.865,35.3833,
546,Richards Bay,ZA,72.57,moderate rain,-28.783,32.0377,
548,Bandar-E Anzali,IR,60.91,clear sky,37.4727,49.4622,
549,Mecca,SA,84.07,clear sky,21.4267,39.8261,
550,Havre-Saint-Pierre,CA,41.36,overcast clouds,50.2334,-63.5986,
551,Chake Chake,TZ,80.51,broken clouds,-5.2459,39.7666,
553,Innisfail,AU,73.67,broken clouds,-17.5333,146.0333,
554,Kot Addu,PK,82.81,clear sky,30.4692,70.9671,
555,Mbala,ZM,61.9,light rain,-8.8402,31.3659,
556,Idappadi,IN,84.43,scattered clouds,11.5833,77.85,
557,Saint-Pierre,RE,74.88,overcast clouds,-21.3393,55.4781,
558,Porbandar,IN,80.02,clear sky,21.6422,69.6093,
559,Garmsar,IR,72.95,clear sky,35.2182,52.3409,
560,Teguise,ES,62.82,scattered clouds,29.0605,-13.564,
561,Vila Franca Do Campo,PT,63.01,clear sky,37.7167,-25.4333,
562,Rancho Palos Verdes,US,61.0,mist,33.7445,-118.387,
563,Xining,CN,41.32,clear sky,36.6167,101.7667,
564,Jardim,BR,81.57,overcast clouds,-21.4803,-56.1381,
565,Balaka,MW,70.07,light rain,-14.9793,34.9558,
567,Mingshui,CN,51.04,clear sky,36.7167,117.5,
568,Clyde,US,44.69,broken clouds,41.3042,-82.9752,
569,Kilindoni,TZ,82.36,few clouds,-7.9139,39.6668,
570,Hambantota,LK,80.73,few clouds,6.1241,81.1185,
571,Tolaga Bay,NZ,60.33,overcast clouds,-38.3667,178.3,
572,Mayo,US,54.18,clear sky,38.8876,-76.5119,
573,Miri,MY,78.94,few clouds,4.4148,114.0089,
575,Yarada,IN,84.52,mist,17.65,83.2667,
576,Yarim,YE,61.81,clear sky,14.298,44.3779,
577,Arica,CL,76.55,clear sky,-18.475,-70.3042,
579,Sumbe,AO,79.0,overcast clouds,-11.2061,13.8437,
580,Xapuri,BR,79.83,broken clouds,-10.6517,-68.5044,
582,Sao Felix Do Xingu,BR,88.34,few clouds,-6.6447,-51.995,
583,Collie,AU,69.85,overcast clouds,-33.3667,116.15,
584,Mechetinskaya,RU,66.69,overcast clouds,46.7713,40.456,
585,Tabas,IR,75.9,clear sky,33.5959,56.9244,
588,Kisangani,CD,75.45,overcast clouds,0.5167,25.2,
589,Marsh Harbour,BS,78.4,clear sky,26.5412,-77.0636,
590,Naron,ES,57.69,clear sky,43.5167,-8.1528,
591,Huangnihe,CN,33.53,clear sky,43.5583,128.0239,
592,Rusape,ZW,64.26,light rain,-18.5278,32.1284,
593,Shingu,JP,49.1,light rain,33.7333,135.9833,
594,Asau,RO,51.28,overcast clouds,46.4333,26.4,
595,Mikhaylovka,RU,66.78,overcast clouds,50.06,43.2379,
596,Sulangan,PH,80.46,overcast clouds,11.1373,123.7228,
598,Lashio,MM,67.71,broken clouds,22.9333,97.75,
599,Quatre Cocos,MU,75.09,moderate rain,-20.2078,57.7625,
600,Gazli,UZ,66.13,clear sky,40.1333,63.45,
601,Port Macquarie,AU,59.9,scattered clouds,-31.4333,152.9167,
602,Tecoanapa,MX,83.23,few clouds,16.5167,-98.75,
603,Camopi,GF,80.02,broken clouds,3.1655,-52.3158,
605,Sao Jose Da Coroa Grande,BR,83.79,scattered clouds,-8.8978,-35.1478,
606,Puerto Madero,MX,86.2,broken clouds,14.7208,-92.4215,
608,Mantua,IT,51.04,overcast clouds,45.1667,10.7833,
609,Santander,ES,49.71,broken clouds,43.4647,-3.8044,
610,Catalina,US,75.74,clear sky,32.5056,-110.9211,
611,Chiautla,MX,76.78,overcast clouds,19.5333,-98.8833,
612,Somerset West,ZA,70.18,few clouds,-34.084,18.8211,
613,Basco,PH,74.89,overcast clouds,20.4487,121.9702,
615,Robe,AU,55.47,overcast clouds,-37.1833,139.75,
617,Porto Novo,BJ,89.42,overcast clouds,6.4965,2.6036,
619,Saint-Jerome,CA,42.22,few clouds,45.7804,-74.0036,
620,Launceston,AU,55.8,overcast clouds,-41.45,147.1667,
621,Orapa,BW,80.55,few clouds,-21.2833,25.3667,
623,Benguela,AO,77.76,overcast clouds,-12.5763,13.4055,
625,Emba,KZ,38.95,overcast clouds,48.8264,58.1442,
626,Aksu,CN,58.15,few clouds,41.1231,80.2644,
627,Tsiroanomandidy,MG,69.75,light rain,-18.7667,46.0333,
628,Male,MV,85.95,few clouds,4.1748,73.5089,
629,Unirea,RO,52.21,broken clouds,44.15,23.1833,
630,Raton,US,61.32,clear sky,36.9034,-104.4391,
631,Prata,BR,87.6,few clouds,-19.3072,-48.9242,
634,Jiwani,PK,79.68,clear sky,25.05,61.7417,
635,Ihosy,MG,67.19,scattered clouds,-22.4,46.1167,
636,Dubna,RU,30.34,light snow,56.7333,37.1667,
637,Riyadh,SA,86.14,clear sky,24.6877,46.7219,
639,Dzaoudzi,YT,82.29,scattered clouds,-12.7887,45.2699,
640,Asilah,MA,62.56,overcast clouds,35.465,-6.0348,
641,Ende,ID,76.26,few clouds,-8.8432,121.6623,
642,Jumla,NP,49.71,clear sky,29.2747,82.1838,
643,Valvedditturai,LK,81.48,few clouds,9.8167,80.1667,
644,Taganak,PH,77.14,overcast clouds,6.0833,118.3,
645,Mpongwe,ZM,66.13,light rain,-13.5091,28.155,
646,Saint-Augustin,CA,32.92,light snow,51.226,-58.6502,
647,Santiago,CL,78.28,clear sky,-33.4569,-70.6483,
648,Flinders,AU,63.18,overcast clouds,-34.5833,150.8552,
649,Hudiksvall,SE,37.35,overcast clouds,61.729,17.1036,
650,San Quintin,MX,60.31,overcast clouds,30.4833,-115.95,
652,Dong Hoi,VN,62.37,overcast clouds,17.4833,106.6,
653,Socorro,US,74.91,clear sky,31.6546,-106.3033,
654,Talcahuano,CL,64.08,broken clouds,-36.7167,-73.1167,
655,Fare,PF,81.99,overcast clouds,-16.7,-151.0167,
656,Awjilah,LY,80.74,overcast clouds,29.1081,21.2869,
657,Maumere,ID,78.67,few clouds,-8.6199,122.2111,
658,Vangaindrano,MG,72.43,light rain,-23.35,47.6,
659,Kishcha,RU,52.66,scattered clouds,42.1768,47.5812,
660,Tete,MZ,78.89,thunderstorm with rain,-16.1564,33.5867,
661,Port Hawkesbury,CA,39.18,light rain,45.6169,-61.3485,
662,Dmitriyevka,RU,36.95,overcast clouds,54.75,55.3333,
663,Vaitape,PF,81.93,overcast clouds,-16.5167,-151.75,
664,Lerwick,GB,41.0,overcast clouds,60.1545,-1.1494,
665,Isla Mujeres,MX,86.16,clear sky,21.2311,-86.731,
666,Otradnoye,RU,32.05,scattered clouds,59.7775,30.8181,
667,Calbuco,CL,58.21,moderate rain,-41.768,-73.1273,
668,Biak,ID,76.26,light rain,-0.9131,122.8766,
669,Dakar,SN,81.48,clear sky,14.6937,-17.4441,
670,Tondano,ID,66.29,overcast clouds,1.3038,124.9112,
671,Kaseda,JP,52.43,overcast clouds,31.4167,130.3167,
672,Kismayo,SO,81.05,broken clouds,-0.3582,42.5454,
673,Colac,AU,57.16,light rain,-38.3333,143.5833,
674,Turayf,SA,82.65,clear sky,31.6725,38.6637,
675,Gizo,SB,80.74,moderate rain,-8.103,156.8419,
676,Lagos,NG,89.92,broken clouds,6.5833,3.75,
677,Maputo,MZ,80.28,few clouds,-25.9653,32.5892,
680,Baryatino,RU,31.01,light snow,54.3121,34.521,
681,Kot Diji,PK,84.22,clear sky,27.3427,68.7083,
682,Sibolga,ID,77.76,overcast clouds,1.7427,98.7792,
683,Ixtapa,MX,84.18,scattered clouds,20.7,-105.2,
686,Alcala De Henares,ES,52.52,few clouds,40.4821,-3.36,
689,Kuala Lipis,MY,74.14,overcast clouds,4.1842,102.0468,
690,Vestmanna,FO,41.92,overcast clouds,62.1564,-7.1664,
691,Ayame,CI,84.31,light rain,5.6083,-3.1563,
692,Pathein,MM,77.54,broken clouds,16.7833,94.7333,
693,Shache,CN,62.19,overcast clouds,38.4167,77.2406,
694,Takoradi,GH,84.22,light rain,4.8845,-1.7554,
695,Saint Anthony,US,46.33,broken clouds,45.0205,-93.218,
696,Cockburn Town,TC,80.56,scattered clouds,21.4612,-71.1419,
697,Broken Hill,AU,53.31,clear sky,-31.95,141.4333,
699,Mocuba,MZ,72.46,light rain,-16.8392,36.9856,
700,Porto Tolle,IT,50.41,broken clouds,44.9497,12.3245,
701,Tura,IN,72.05,few clouds,25.5198,90.2201,
702,Olinda,BR,85.73,few clouds,-8.0089,-34.8553,
703,Karatau,KZ,53.13,clear sky,43.1667,70.4667,
704,Bandar,ID,73.78,overcast clouds,2.05,99.75,
705,Baoding,CN,47.03,clear sky,38.8511,115.4903,
706,Tabou,CI,81.39,light rain,4.423,-7.3528,
707,Bindura,ZW,68.05,broken clouds,-17.3019,31.3306,
709,Saint Joseph,US,56.55,broken clouds,39.7686,-94.8466,
710,Cheremkhovo,RU,30.06,overcast clouds,53.1561,103.0675,
711,Troy,US,43.0,clear sky,42.6056,-83.1499,
712,Gravdal,NO,32.29,light snow,68.1214,13.5031,
713,Sidney,AU,60.28,clear sky,-33.8679,151.2073,
