City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
0,Sorong,ID,79.41,-0.8833,131.25,
2,Avarua,CK,73.45,-21.2078,-159.775,
3,Cidreira,BR,71.8,-30.1811,-50.2056,
5,Vaini,TO,71.76,-21.2,-175.2,
7,Terekli-Mekteb,RU,60.76,44.1671,45.8698,
8,Rikitea,PF,74.17,-23.1203,-134.9692,
10,Hirara,JP,66.11,24.8,125.2833,
12,Kapaa,US,71.92,22.0752,-159.319,
13,Port Elizabeth,ZA,64.69,-33.918,25.5701,
15,Eureka,US,53.2,40.8021,-124.1637,
16,Soyo,AO,78.49,-6.1349,12.3689,
17,Busselton,AU,71.85,-33.65,115.3333,
18,Padang,ID,76.44,-0.9492,100.3543,
20,Mar Del Plata,AR,68.02,-38.0023,-57.5575,
21,Sabang,ID,82.69,5.8933,95.3214,
22,Nicolas De Pierola,PE,55.69,-11.95,-76.7,
23,Castro,BR,65.3,-24.7911,-50.0119,
25,Zaragoza,ES,50.45,41.6561,-0.8773,
26,Tabora,TZ,71.08,-5.0167,32.8,
27,Itarema,BR,82.24,-2.9248,-39.9167,
28,New Norfolk,AU,54.9,-42.7826,147.0587,
29,Merauke,ID,79.54,-8.4667,140.3333,
30,Mutum,BR,82.76,-19.8,-41.4383,
32,Isangel,VU,79.84,-19.55,169.2667,
35,Saint George,US,65.62,37.1041,-113.5841,
38,Point Pedro,LK,81.21,9.8167,80.2333,
39,Touros,BR,85.12,-5.1989,-35.4608,
40,Buraydah,SA,88.25,26.326,43.975,
42,Bengkulu,ID,77.54,-3.8004,102.2655,
43,Hermanus,ZA,63.81,-34.4187,19.2345,
44,Bambous Virieux,MU,75.22,-20.3428,57.7575,
45,Carnarvon,AU,77.07,-24.8667,113.6333,
46,Bandarbeyla,SO,79.81,9.4942,50.8122,
47,Guerrero Negro,MX,64.06,27.9769,-114.0611,
48,Chissamba,AO,68.41,-12.1667,17.3333,
49,Bluff,NZ,57.4,-46.6,168.3333,
51,La Ligua,CL,73.22,-32.4524,-71.2311,
53,Cape Town,ZA,70.21,-33.9258,18.4232,
54,Taltal,CL,67.57,-25.4,-70.4833,
55,Chakia,IN,83.59,26.4167,85.05,
56,Jamame,SO,80.91,0.0722,42.7506,
57,Ponta Do Sol,PT,65.12,32.6667,-17.1,
58,Katsuura,JP,51.51,35.1333,140.3,
59,Constitucion,CL,65.57,-35.3333,-72.4167,
60,Hithadhoo,MV,83.32,-0.6,73.0833,
61,Mareeba,AU,68.72,-17.0,145.4333,
62,Desur,IN,79.74,12.4333,79.4833,
63,Kalemie,CD,74.66,-5.9475,29.1947,
65,Torres,BR,70.48,-29.3353,-49.7269,
66,Bredasdorp,ZA,62.62,-34.5322,20.0403,
69,Atuona,PF,78.67,-9.8,-139.0333,
70,Cayenne,GF,80.1,4.9333,-52.3333,
71,Chuy,UY,69.01,-33.6971,-53.4616,
72,Rio Grande,BR,77.11,-32.035,-52.0986,
73,Chipata,ZM,65.55,-13.6333,32.65,
74,Airai,TL,57.52,-8.9266,125.4092,
75,Cabedelo,BR,88.47,-6.9811,-34.8339,
76,Dangara,IN,81.54,29.6799,75.8931,
77,Saraland,US,69.42,30.8207,-88.0706,
78,Murgab,TM,69.67,37.4966,61.9714,
79,Victoria,HK,61.32,22.2855,114.1577,
81,Malur,IN,86.02,13.0075,77.9378,
83,Kieta,PG,77.92,-6.2167,155.6333,
84,Conde,BR,87.26,-7.2597,-34.9075,
87,Kiunga,PG,72.46,-6.1219,141.2906,
90,Fortuna,US,52.93,40.5982,-124.1573,
94,Puerto Ayora,EC,84.16,-0.7393,-90.3518,
96,Butaritari,KI,81.39,3.0707,172.7902,
98,Horadiz,AZ,63.37,39.4488,47.3353,
99,Hailey,US,50.88,43.5196,-114.3153,
100,Chicama,PE,66.74,-7.8447,-79.1469,
101,Port Alfred,ZA,64.18,-33.5906,26.891,
102,Mackay,AU,71.69,-21.15,149.2,
103,Sola,VU,79.11,-13.8833,167.55,
106,Almaznyy,RU,55.42,48.0448,40.045,
107,Port-Gentil,GA,80.94,-0.7193,8.7815,
108,Maceio,BR,87.24,-9.6658,-35.7353,
109,Ribeira Grande,PT,63.0,38.5167,-28.7,
110,Lompoc,US,61.92,34.6391,-120.4579,
113,Meulaboh,ID,78.35,4.1363,96.1285,
114,Hobart,AU,55.26,-42.8794,147.3294,
116,Lagoa,PT,58.89,39.05,-27.9833,
118,Kloulklubed,PW,73.9,7.0419,134.2556,
119,Hit,IQ,78.12,33.6416,42.8251,
122,Rocha,UY,72.95,-34.4833,-54.3333,
124,Sungaipenuh,ID,63.37,-2.0833,101.3833,
125,Coffs Harbour,AU,64.13,-30.3,153.1333,
126,Bosaso,SO,80.74,11.2842,49.1816,
127,Hilo,US,69.53,19.7297,-155.09,
128,Sao Filipe,CV,72.27,14.8961,-24.4956,
129,Hilton Head Island,US,71.01,32.2163,-80.7526,
131,Shakawe,BW,78.53,-18.3667,21.85,
132,Caravelas,BR,85.3,-17.7125,-39.2481,
133,Muros,ES,59.68,42.7762,-9.0603,
134,Korla,CN,56.84,41.7597,86.1469,
135,Saldanha,ZA,75.25,-33.0117,17.9442,
136,Arkansas City,US,60.62,37.062,-97.0384,
137,Beyneu,KZ,63.18,45.3167,55.2,
138,Komsomolskiy,UZ,65.12,40.4272,71.7189,
139,Salalah,OM,82.49,17.0151,54.0924,
142,Faanui,PF,81.93,-16.4833,-151.75,
147,Alice Springs,AU,62.15,-23.7,133.8833,
149,San Clemente,US,62.78,33.427,-117.612,
150,Zhanaozen,KZ,65.7,43.3,52.8,
152,Umm Lajj,SA,82.56,25.0213,37.2685,
153,Ancud,CL,52.23,-41.8697,-73.8203,
155,Minab,IR,77.32,27.1467,57.0801,
156,Khazar,RU,62.96,41.9974,48.3332,
157,Port Lincoln,AU,60.24,-34.7333,135.8667,
158,Sao Luis,BR,89.8,-2.5297,-44.3028,
160,Tunceli,TR,55.36,39.1083,39.5471,
163,The Valley,AI,81.1,18.217,-63.0578,
165,Nalut,LY,79.84,30.3333,10.85,
167,Kahului,US,72.84,20.8947,-156.47,
168,Boone,US,60.39,39.0334,-92.3335,
169,Bumba,CD,74.61,2.1833,22.4667,
172,Capao Da Canoa,BR,71.11,-29.7456,-50.0097,
173,Springfield,US,57.97,37.2153,-93.2982,
176,Monzon,ES,54.75,41.9108,0.1941,
177,Novo Aripuana,BR,74.75,-5.1206,-60.3797,
178,Georgetown,MY,78.73,5.4112,100.3354,
179,Eirunepe,BR,75.83,-6.6603,-69.8736,
182,Necochea,AR,68.32,-38.5473,-58.7368,
183,Muriwai Beach,NZ,63.86,-36.8167,174.45,
185,Banda Aceh,ID,80.08,5.5577,95.3222,
186,Kavieng,PG,76.57,-2.5744,150.7967,
187,Sambava,MG,77.9,-14.2667,50.1667,
189,Yarmouth,US,50.65,41.7057,-70.2286,
190,Xai-Xai,MZ,77.92,-25.0519,33.6442,
191,Khandbari,NP,69.69,27.3747,87.2039,
192,Luangwa,ZM,76.05,-15.6167,30.4167,
196,Cabo San Lucas,MX,77.61,22.8909,-109.9124,
199,Dawlatabad,AF,65.48,36.4141,64.9053,
200,Khash,IR,68.13,28.2211,61.2158,
202,Kashi,CN,63.61,39.4547,75.9797,
203,Los Llanos De Aridane,ES,62.35,28.6585,-17.9182,
205,Mitu,CO,77.22,1.1983,-70.1733,
209,Dicabisagan,PH,76.57,17.0818,122.4157,
210,Wuan,CN,53.22,31.6836,112.0044,
212,Nhulunbuy,AU,75.81,-12.2333,136.7667,
216,Vitoria Da Conquista,BR,83.17,-14.8661,-40.8394,
218,Westport,US,50.86,41.1415,-73.3579,
225,Yeppoon,AU,71.38,-23.1333,150.7333,
228,Christchurch,NZ,57.94,-43.5333,172.6333,
230,Moron,AR,70.95,-34.6534,-58.6198,
231,Saint-Philippe,RE,74.79,-21.3585,55.7679,
232,Saint-Leu,RE,74.26,-21.15,55.2833,
234,Alhandra,BR,88.02,-7.4386,-34.9144,
239,Kaeo,NZ,59.32,-35.1,173.7833,
240,Pisco,PE,70.02,-13.7,-76.2167,
241,Puerto Escondido,MX,86.59,15.85,-97.0667,
242,Byron Bay,AU,67.89,-28.65,153.6167,
243,Lebu,CL,59.88,-37.6167,-73.65,
244,Sampit,ID,75.99,-2.5333,112.95,
245,East London,ZA,63.54,-33.0153,27.9116,
247,Akhmeta,GE,63.12,42.0311,45.2075,
250,Marsa Matruh,EG,66.4,31.3525,27.2453,
252,Alofi,NU,73.29,-19.0595,-169.9187,
253,Dagua,CO,82.83,3.6569,-76.6886,
261,Cascais,PT,65.52,38.6979,-9.4215,
262,Micoud,LC,84.13,13.8167,-60.9,
263,Iberia,US,74.97,29.9502,-91.7507,
265,Muroto,JP,52.45,33.2833,134.15,
266,Hoa Binh,VN,60.03,20.8133,105.3383,
268,Thinadhoo,MV,83.17,0.5333,72.9333,
271,Wewak,PG,77.47,-3.5534,143.6268,
272,Guayaramerin,BO,77.05,-10.8368,-65.3614,
273,Aleksandrov Gay,RU,59.59,50.147,48.5704,
274,Cortes,ES,50.05,41.9395,-1.4396,
275,Lata,PT,61.92,40.1629,-8.3327,
277,Pagangan,PH,73.33,7.1144,124.5953,
278,Port Blair,IN,84.24,11.6667,92.75,
281,Noumea,NC,82.99,-22.2763,166.4572,
282,Poya,NC,78.01,-21.35,165.15,
283,Jorhat,IN,71.71,26.75,94.2167,
284,Karratha,AU,82.8,-20.7377,116.8463,
285,Japura,ID,76.06,-0.3167,102.35,
290,Chatrapur,IN,80.06,19.35,84.9833,
291,Santa Cruz,BO,77.05,-17.8,-63.1667,
292,Bathsheba,BB,84.81,13.2167,-59.5167,
294,Mount Gambier,AU,53.51,-37.8333,140.7667,
296,Arraial Do Cabo,BR,80.56,-22.9661,-42.0278,
297,Nishihara,JP,63.68,26.1842,127.7558,
298,San Cristobal,VE,78.98,7.7669,-72.225,
299,Ahipara,NZ,62.58,-35.1667,173.1667,
300,Mapimi,MX,77.67,25.8167,-103.85,
301,Auki,SB,76.19,-8.7676,160.7034,
302,Jiblah,YE,65.7,13.9216,44.1467,
303,Gilroy,US,66.04,37.0058,-121.5683,
304,Omboue,GA,76.32,-1.5746,9.2618,
306,Quelimane,MZ,82.35,-17.8786,36.8883,
307,Manta,EC,82.18,-0.95,-80.7333,
308,Dingle,PH,76.14,10.9995,122.6711,
310,Geraldton,AU,73.81,-28.7667,114.6,
312,Iracoubo,GF,79.38,5.4802,-53.2011,
313,Ponta Delgada,PT,63.32,37.7333,-25.6667,
314,Pacific Grove,US,54.41,36.6177,-121.9166,
316,Denpasar,ID,80.26,-8.65,115.2167,
317,Tautira,PF,81.55,-17.7333,-149.15,
319,Aitape,PG,77.83,-3.1374,142.3475,
320,Beloha,MG,74.8,-25.1667,45.05,
321,San Rafael,AR,74.79,-34.6177,-68.3301,
322,Grand Gaube,MU,75.38,-20.0064,57.6608,
324,Phan Thiet,VN,77.56,10.9333,108.1,
326,San Andres,CO,86.02,12.5847,-81.7006,
327,Oranjestad,AW,87.75,12.524,-70.027,
328,Korem,ET,60.51,12.5058,39.5228,
329,Rio Bananal,BR,88.23,-19.265,-40.3333,
330,Salto,UY,70.88,-31.3833,-57.9667,
336,Morro Bay,US,60.15,35.3658,-120.8499,
337,Almeirim,BR,83.41,-1.5233,-52.5817,
338,Kekri,IN,86.83,25.9667,75.15,
342,Port Hedland,AU,84.25,-20.3167,118.5667,
343,Ntcheu,MW,65.19,-14.8203,34.6359,
344,Nisia Floresta,BR,85.01,-6.0911,-35.2086,
345,San Vicente,AR,74.75,-26.6167,-54.1333,
346,Tezu,IN,69.01,27.9167,96.1667,
349,Shunyi,CN,52.95,40.125,116.6453,
351,San Jeronimito,MX,83.93,17.55,-101.3333,
355,Pangai,TO,81.05,-19.8,-174.35,
356,Miraflores,MX,75.87,19.2167,-98.8083,
359,Plettenberg Bay,ZA,61.52,-34.0527,23.3716,
360,Labuhan,ID,78.24,-6.8844,112.2051,
361,Lorengau,PG,78.24,-2.0226,147.2712,
363,La Paz,BO,55.38,-16.5,-68.15,
364,Malinyi,TZ,74.5,-8.9333,36.1333,
366,Jangipur,IN,83.41,24.4667,88.0667,
369,Marawi,PH,68.5,7.9986,124.2928,
370,Souillac,MU,73.78,-20.5167,57.5167,
372,Gallipoli,TR,66.06,40.4103,26.6708,
375,Yangambi,CD,76.24,0.8102,24.4336,
378,Spearfish,US,51.12,44.4908,-103.8594,
381,Imbituba,BR,71.04,-28.24,-48.6703,
384,Kavaratti,IN,83.19,10.5669,72.642,
385,Grand-Santi,GF,82.24,4.25,-54.3833,
386,Bogo,PH,77.32,11.0517,124.0055,
388,Naze,JP,61.72,28.3667,129.4833,
392,Puerto Madryn,AR,80.53,-42.7692,-65.0385,
394,Kruisfontein,ZA,61.88,-34.0033,24.7314,
395,Iquitos,PE,75.24,-3.7481,-73.2472,
396,Benghazi,LY,65.77,32.1167,20.0667,
397,Tual,ID,82.18,-5.6667,132.75,
399,Opelousas,US,74.88,30.5335,-92.0815,
400,Viedma,AR,76.62,-40.8135,-62.9967,
401,Oyon,PE,55.11,-10.6681,-76.7731,
403,Comodoro Rivadavia,AR,69.66,-45.8667,-67.5,
405,Kailua,US,75.18,21.4022,-157.7394,
406,Dunedin,NZ,53.8,-45.8742,170.5036,
407,Vila,PT,50.88,42.0304,-8.1588,
408,Viseu,PT,58.73,40.661,-7.9097,
409,Terre Haute,US,50.25,39.4667,-87.4139,
410,Rawson,AR,79.23,-43.3002,-65.1023,
411,Axim,GH,83.86,4.8699,-2.2405,
412,North Bend,US,50.16,43.4065,-124.2243,
414,Balykshi,KZ,62.6,47.0667,51.8667,
415,Kralendijk,BQ,85.98,12.15,-68.2667,
416,Santa Maria Del Oro,MX,73.04,25.9333,-105.3667,
418,Rio Gallegos,AR,50.05,-51.6226,-69.2181,
419,Kuala Terengganu,MY,78.75,5.3302,103.1408,
420,Russell,US,63.91,32.3502,-85.1999,
421,Esperance,AU,66.04,-33.8667,121.9,
422,Talara,PE,84.96,-4.5772,-81.2719,
423,Prescott,US,65.3,34.54,-112.4685,
424,Eyl,SO,80.06,7.9803,49.8164,
426,Namibe,AO,72.25,-15.1961,12.1522,
427,Laguna,US,67.17,38.421,-121.4238,
428,Pindamonhangaba,BR,78.55,-22.9239,-45.4617,
429,Wana,PK,70.38,32.2989,69.5725,
430,Shieli,KZ,59.95,44.1667,66.75,
435,Jalu,LY,80.56,29.0331,21.5482,
438,Marsaxlokk,MT,59.61,35.8419,14.5431,
440,Metaxades,GR,57.87,41.4204,26.225,
441,Hobyo,SO,81.95,5.3505,48.5268,
442,Neiafu,TO,75.88,-18.65,-173.9833,
443,Nichinan,JP,50.54,31.6,131.3667,
446,Hanzhong,CN,55.02,33.0728,107.0303,
447,Corn Island,NI,80.92,12.1694,-83.0418,
448,Carlagan,PH,79.66,14.975,122.0456,
450,Sarakhs,IR,68.0,36.5449,61.1577,
451,Antalaha,MG,76.06,-14.9003,50.2788,
452,Portland,US,50.99,45.5234,-122.6762,
455,Sao Gabriel Da Cachoeira,BR,78.06,-0.1303,-67.0892,
456,Bako,ET,71.98,5.7833,36.5667,
457,Crateus,BR,86.61,-5.1783,-40.6775,
458,Tulsa,US,63.84,36.1001,-95.9003,
459,Seybaplaya,MX,88.56,19.65,-90.6667,
461,Krumovgrad,BG,58.05,41.4667,25.65,
463,Calama,CL,72.09,-22.4667,-68.9333,
464,Port Augusta,AU,60.82,-32.5,137.7667,
465,Virginia Beach,US,55.44,36.8529,-75.978,
467,Amritsar,IN,85.82,31.6331,74.8656,
468,Pallasovka,RU,59.45,50.05,46.8833,
469,Zadar,HR,54.21,44.1197,15.2422,
470,Coquimbo,CL,56.93,-29.9533,-71.3436,
471,Auburn,US,50.0,47.3073,-122.2284,
474,Faya,SA,71.71,18.3851,42.4509,
475,Itoman,JP,64.42,26.1247,127.6694,
476,Fez,MA,70.05,34.0372,-4.9998,
478,Codrington,AU,54.23,-38.2667,141.9667,
480,Ouro Preto Do Oeste,BR,78.08,-10.7481,-62.2158,
481,Erzin,TR,67.24,36.9559,36.2,
483,Dixon,US,66.15,38.4455,-121.8233,
486,Huarmey,PE,75.43,-10.0681,-78.1522,
488,Dargaville,NZ,61.95,-35.9333,173.8833,
489,Turbat,PK,84.13,26.0023,63.044,
490,Manjacaze,MZ,78.44,-24.7117,33.8828,
493,Surt,LY,67.87,31.2089,16.5887,
494,Alyangula,AU,73.27,-13.8483,136.4192,
495,Yulara,AU,64.24,-25.2406,130.9889,
497,Nouadhibou,MR,67.98,20.931,-17.0347,
498,Berbera,SO,81.28,10.4396,45.0143,
499,Palotina,BR,72.99,-24.2839,-53.84,
500,Poum,NC,81.73,-20.2333,164.0167,
501,Kermanshah,IR,67.1,34.3142,47.065,
503,Kattivakkam,IN,84.29,13.2167,80.3167,
504,Vanimo,PG,77.04,-2.6741,141.3028,
505,Skorodnoye,RU,54.37,51.071,37.2276,
506,San Patricio,US,79.07,28.017,-97.5169,
509,Hervey Bay,AU,69.03,-25.2986,152.8535,
510,Mahebourg,MU,75.25,-20.4081,57.7,
511,Tres Arroyos,AR,68.45,-38.3739,-60.2798,
512,Sur,OM,82.24,22.5667,59.5289,
515,Muisne,EC,82.35,0.6,-80.0333,
516,Acapulco,MX,82.98,16.8634,-99.8901,
517,Amapa,BR,79.81,1.0,-52.0,
518,Kudahuvadhoo,MV,83.26,2.6708,72.8944,
521,Sao Joao Da Barra,BR,86.09,-21.6403,-41.0511,
523,Los Alamos,US,57.65,35.8881,-106.307,
524,Arrifes,PT,61.05,37.7667,-25.7,
525,Santa Maria,BR,72.7,-29.6842,-53.8069,
527,Bubaque,GW,75.81,11.2833,-15.8333,
528,Sinnamary,GF,79.43,5.3833,-52.95,
529,Jashpurnagar,IN,77.38,22.9,84.15,
532,Vila Velha,BR,89.55,-20.3297,-40.2925,
533,Teluknaga,ID,81.18,-6.0989,106.6381,
534,Gat,IL,78.4,31.61,34.7642,
535,Mainaguri,IN,81.5,26.5667,88.8167,
536,Buala,SB,79.0,-8.145,159.5921,
537,Mormugao,IN,83.46,15.4,73.8,
538,Sibuco,PH,77.18,7.2911,122.0656,
544,Trairi,BR,81.72,-3.2778,-39.2689,
545,Inhambane,MZ,80.58,-23.865,35.3833,
546,Richards Bay,ZA,72.57,-28.783,32.0377,
548,Bandar-E Anzali,IR,60.91,37.4727,49.4622,
549,Mecca,SA,84.07,21.4267,39.8261,
551,Chake Chake,TZ,80.51,-5.2459,39.7666,
553,Innisfail,AU,73.67,-17.5333,146.0333,
554,Kot Addu,PK,82.81,30.4692,70.9671,
555,Mbala,ZM,61.9,-8.8402,31.3659,
556,Idappadi,IN,84.43,11.5833,77.85,
557,Saint-Pierre,RE,74.88,-21.3393,55.4781,
558,Porbandar,IN,80.02,21.6422,69.6093,
559,Garmsar,IR,72.95,35.2182,52.3409,
560,Teguise,ES,62.82,29.0605,-13.564,
561,Vila Franca Do Campo,PT,63.01,37.7167,-25.4333,
562,Rancho Palos Verdes,US,61.0,33.7445,-118.387,
564,Jardim,BR,81.57,-21.4803,-56.1381,
565,Balaka,MW,70.07,-14.9793,34.9558,
567,Mingshui,CN,51.04,36.7167,117.5,
569,Kilindoni,TZ,82.36,-7.9139,39.6668,
570,Hambantota,LK,80.73,6.1241,81.1185,
571,Tolaga Bay,NZ,60.33,-38.3667,178.3,
572,Mayo,US,54.18,38.8876,-76.5119,
573,Miri,MY,78.94,4.4148,114.0089,
575,Yarada,IN,84.52,17.65,83.2667,
576,Yarim,YE,61.81,14.298,44.3779,
577,Arica,CL,76.55,-18.475,-70.3042,
579,Sumbe,AO,79.0,-11.2061,13.8437,
580,Xapuri,BR,79.83,-10.6517,-68.5044,
582,Sao Felix Do Xingu,BR,88.34,-6.6447,-51.995,
583,Collie,AU,69.85,-33.3667,116.15,
584,Mechetinskaya,RU,66.69,46.7713,40.456,
585,Tabas,IR,75.9,33.5959,56.9244,
588,Kisangani,CD,75.45,0.5167,25.2,
589,Marsh Harbour,BS,78.4,26.5412,-77.0636,
590,Naron,ES,57.69,43.5167,-8.1528,
592,Rusape,ZW,64.26,-18.5278,32.1284,
594,Asau,RO,51.28,46.4333,26.4,
595,Mikhaylovka,RU,66.78,50.06,43.2379,
596,Sulangan,PH,80.46,11.1373,123.7228,
598,Lashio,MM,67.71,22.9333,97.75,
599,Quatre Cocos,MU,75.09,-20.2078,57.7625,
600,Gazli,UZ,66.13,40.1333,63.45,
601,Port Macquarie,AU,59.9,-31.4333,152.9167,
602,Tecoanapa,MX,83.23,16.5167,-98.75,
603,Camopi,GF,80.02,3.1655,-52.3158,
605,Sao Jose Da Coroa Grande,BR,83.79,-8.8978,-35.1478,
606,Puerto Madero,MX,86.2,14.7208,-92.4215,
608,Mantua,IT,51.04,45.1667,10.7833,
610,Catalina,US,75.74,32.5056,-110.9211,
611,Chiautla,MX,76.78,19.5333,-98.8833,
612,Somerset West,ZA,70.18,-34.084,18.8211,
613,Basco,PH,74.89,20.4487,121.9702,
615,Robe,AU,55.47,-37.1833,139.75,
617,Porto Novo,BJ,89.42,6.4965,2.6036,
620,Launceston,AU,55.8,-41.45,147.1667,
621,Orapa,BW,80.55,-21.2833,25.3667,
623,Benguela,AO,77.76,-12.5763,13.4055,
626,Aksu,CN,58.15,41.1231,80.2644,
627,Tsiroanomandidy,MG,69.75,-18.7667,46.0333,
628,Male,MV,85.95,4.1748,73.5089,
629,Unirea,RO,52.21,44.15,23.1833,
630,Raton,US,61.32,36.9034,-104.4391,
631,Prata,BR,87.6,-19.3072,-48.9242,
634,Jiwani,PK,79.68,25.05,61.7417,
635,Ihosy,MG,67.19,-22.4,46.1167,
637,Riyadh,SA,86.14,24.6877,46.7219,
639,Dzaoudzi,YT,82.29,-12.7887,45.2699,
640,Asilah,MA,62.56,35.465,-6.0348,
641,Ende,ID,76.26,-8.8432,121.6623,
643,Valvedditturai,LK,81.48,9.8167,80.1667,
644,Taganak,PH,77.14,6.0833,118.3,
645,Mpongwe,ZM,66.13,-13.5091,28.155,
647,Santiago,CL,78.28,-33.4569,-70.6483,
648,Flinders,AU,63.18,-34.5833,150.8552,
650,San Quintin,MX,60.31,30.4833,-115.95,
652,Dong Hoi,VN,62.37,17.4833,106.6,
653,Socorro,US,74.91,31.6546,-106.3033,
654,Talcahuano,CL,64.08,-36.7167,-73.1167,
655,Fare,PF,81.99,-16.7,-151.0167,
656,Awjilah,LY,80.74,29.1081,21.2869,
657,Maumere,ID,78.67,-8.6199,122.2111,
658,Vangaindrano,MG,72.43,-23.35,47.6,
659,Kishcha,RU,52.66,42.1768,47.5812,
660,Tete,MZ,78.89,-16.1564,33.5867,
663,Vaitape,PF,81.93,-16.5167,-151.75,
665,Isla Mujeres,MX,86.16,21.2311,-86.731,
667,Calbuco,CL,58.21,-41.768,-73.1273,
668,Biak,ID,76.26,-0.9131,122.8766,
669,Dakar,SN,81.48,14.6937,-17.4441,
670,Tondano,ID,66.29,1.3038,124.9112,
671,Kaseda,JP,52.43,31.4167,130.3167,
672,Kismayo,SO,81.05,-0.3582,42.5454,
673,Colac,AU,57.16,-38.3333,143.5833,
674,Turayf,SA,82.65,31.6725,38.6637,
675,Gizo,SB,80.74,-8.103,156.8419,
676,Lagos,NG,89.92,6.5833,3.75,
677,Maputo,MZ,80.28,-25.9653,32.5892,
681,Kot Diji,PK,84.22,27.3427,68.7083,
682,Sibolga,ID,77.76,1.7427,98.7792,
683,Ixtapa,MX,84.18,20.7,-105.2,
686,Alcala De Henares,ES,52.52,40.4821,-3.36,
689,Kuala Lipis,MY,74.14,4.1842,102.0468,
691,Ayame,CI,84.31,5.6083,-3.1563,
692,Pathein,MM,77.54,16.7833,94.7333,
693,Shache,CN,62.19,38.4167,77.2406,
694,Takoradi,GH,84.22,4.8845,-1.7554,
696,Cockburn Town,TC,80.56,21.4612,-71.1419,
697,Broken Hill,AU,53.31,-31.95,141.4333,
699,Mocuba,MZ,72.46,-16.8392,36.9856,
700,Porto Tolle,IT,50.41,44.9497,12.3245,
701,Tura,IN,72.05,25.5198,90.2201,
702,Olinda,BR,85.73,-8.0089,-34.8553,
703,Karatau,KZ,53.13,43.1667,70.4667,
704,Bandar,ID,73.78,2.05,99.75,
706,Tabou,CI,81.39,4.423,-7.3528,
707,Bindura,ZW,68.05,-17.3019,31.3306,
709,Saint Joseph,US,56.55,39.7686,-94.8466,
713,Sidney,AU,60.28,-33.8679,151.2073,
